epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.17142857611179352,9.999999747378752e-05,1.7542521953582764,0.44999998807907104,1.427313208580017
1,0.3142857253551483,9.999999747378752e-05,1.5253987312316895,0.44999998807907104,1.4631834030151367
2,0.24285714328289032,9.999999747378752e-05,1.6683735847473145,0.25,1.602542519569397
3,0.3571428656578064,9.999999747378752e-05,1.3902631998062134,0.30000001192092896,1.6008421182632446
4,0.2571428716182709,4.999999873689376e-05,1.5622869729995728,0.6499999761581421,1.3271781206130981
5,0.4285714328289032,4.999999873689376e-05,1.4001379013061523,0.5,1.3220065832138062
6,0.37142857909202576,4.999999873689376e-05,1.3913673162460327,0.4000000059604645,1.372257947921753
7,0.4000000059604645,4.999999873689376e-05,1.4998785257339478,0.699999988079071,1.2848196029663086
8,0.4000000059604645,4.999999873689376e-05,1.4649996757507324,0.25,1.4108422994613647
9,0.4285714328289032,4.999999873689376e-05,1.4910417795181274,0.550000011920929,1.301956057548523
10,0.4571428596973419,4.999999873689376e-05,1.4010288715362549,0.6499999761581421,1.234694242477417
11,0.37142857909202576,4.999999873689376e-05,1.4492824077606201,0.75,1.227914571762085
12,0.4714285731315613,4.999999873689376e-05,1.3611515760421753,0.699999988079071,1.2466400861740112
13,0.5285714268684387,4.999999873689376e-05,1.3278939723968506,0.6499999761581421,1.1937006711959839
14,0.44285714626312256,4.999999873689376e-05,1.2474324703216553,0.550000011920929,1.15349280834198
15,0.5285714268684387,4.999999873689376e-05,1.2892582416534424,0.8999999761581421,1.0115333795547485
16,0.6000000238418579,4.999999873689376e-05,1.2158641815185547,0.75,1.1620333194732666
17,0.48571428656578064,4.999999873689376e-05,1.3504366874694824,0.6499999761581421,1.0601158142089844
18,0.5714285969734192,4.999999873689376e-05,1.2087078094482422,0.5,1.1827375888824463
19,0.5142857432365417,2.499999936844688e-05,1.278939127922058,0.44999998807907104,1.2083202600479126
20,0.48571428656578064,2.499999936844688e-05,1.2549340724945068,0.6499999761581421,1.0578668117523193
21,0.6857143044471741,2.499999936844688e-05,1.120482325553894,0.8500000238418579,1.1517874002456665
